time,ASkin,ARestBody,[ARestBody]
8.375,251.32172418168156,2082.2508246607094,2082.2508246607094
8.416666666666666,214.99843590886474,2074.5029151967433,2074.5029151967433
8.458333333333334,183.92507803916385,2061.7242488847437,2061.7242488847437
8.5,157.34328947919212,2044.7704616352862,2044.7704616352862
8.541666666666666,134.60336091270258,2024.3719217188875,2024.3719217188875
8.583333333333334,115.14967762867099,2001.1505653853162,2001.1505653853162
8.625,98.507538565474,1975.6351400036774,1975.6351400036774
8.666666666666666,84.27082419999635,1948.2754647389015,1948.2754647389015
8.708333333333334,72.09182567024469,1919.4541907089163,1919.4541907089163
8.75,61.672721210980015,1889.496655217479,1889.496655217479
8.791666666666666,52.75934208881264,1858.678087024927,1858.678087024927
8.833333333333334,45.13427089181603,1827.2315840925146,1827.2315840925146
8.875,38.61123116321947,1795.3545972780935,1795.3545972780935
8.916666666666666,33.03089355693058,1763.2137751727068,1763.2137751727068
8.958333333333334,28.257077902226854,1730.9493509492265,1730.9493509492265
9.0,24.173301794521166,1698.6791283648763,1698.6791283648763
9.041666666666666,876.1510432333367,1809.4705220143296,1809.4705220143296
9.083333333333334,749.5249923104684,1896.7720814132933,1896.7720814132933
9.125,641.1985170265783,1964.1405597598966,1964.1405597598966
9.166666666666666,548.5279168266295,2014.609066005248,2014.609066005248
9.208333333333334,469.2509005029182,2050.7699045945715,2050.7699045945715
9.25,401.4307870811588,2074.8391337676935,2074.8391337676935
9.291666666666666,343.41260795895124,2088.7073518833686,2088.7073518833686
9.333333333333334,293.78075283663827,2093.9886960364497,2093.9886960364497
9.375,251.32175787604783,2092.0638903811446,2092.0638903811446
9.416666666666666,214.998445050841,2084.1101611992826,2084.1101611992826
9.458333333333334,183.92505851754473,2071.129997970652,2071.129997970652
9.5,157.34326814716718,2053.9789102105456,2053.9789102105456
9.541666666666666,134.60335486994717,2033.3871887912671,2033.3871887912671
9.583333333333334,115.14967416735789,2009.9767176258144,2009.9767176258144
9.625,98.50753275215116,1984.2761500915078,1984.2761500915078
9.666666666666666,84.27087170037332,1956.7351520268603,1956.7351520268603
9.708333333333334,72.0916541887346,1927.7366725319293,1927.7366725319293
9.75,61.67248007821754,1897.6054813262886,1897.6054813262886
9.791666666666666,52.75919521644218,1866.616712215005,1866.616712215005
9.833333333333334,45.13434453793433,1835.0034302825668,1835.0034302825668
9.875,38.61135932206774,1802.9633496863803,1802.9633496863803
9.916666666666666,33.030954286961276,1770.6629947559957,1770.6629947559957
9.958333333333334,28.2571149311122,1738.2423352462597,1738.2423352462597
10.0,24.17328018354219,1705.8191956905716,1705.8191956905716
