time,ASkin,APlasma,[APlasma]
7.75,412.8761562617721,4954.513866428467,4954.513866428467
7.791666666666667,412.8760996402929,4954.513186970829,4954.513186970829
7.833333333333333,412.87604301881373,4954.512507513192,4954.512507513192
7.875,412.87598639733454,4954.511828055554,4954.511828055554
7.916666666666667,412.8759297758554,4954.511148597918,4954.511148597918
7.958333333333333,412.8758731543762,4954.51046914028,4954.51046914028
8.0,412.87581653289703,4954.509789682643,4954.509789682643
8.041666666666666,464.5160851836697,5574.161011879654,5574.161011879654
8.083333333333334,464.48600041008325,5573.831919750891,5573.831919750891
8.125,464.4857717034271,5573.829351961435,5573.829351961435
8.166666666666666,464.485796954376,5573.829560533808,5573.829560533808
8.208333333333334,464.4856446600901,5573.827827229368,5573.827827229368
8.25,464.48566937088344,5573.828029728633,5573.828029728633
8.291666666666666,464.4856355576522,5573.82759219134,5573.82759219134
8.333333333333334,464.4855572290927,5573.826667804348,5573.826667804348
8.375,464.48548400819044,5573.825799278104,5573.825799278104
8.416666666666666,464.48541737974017,5573.825002851491,5573.825002851491
8.458333333333334,464.4853513406213,5573.824212870214,5573.824212870214
8.5,464.4852916423778,5573.823492237043,5573.823492237043
8.541666666666666,464.4852283208059,5573.822731976718,5573.822731976718
8.583333333333334,464.4851662581561,5573.821985484828,5573.821985484828
8.625,464.4851029424937,5573.82122528915,5573.82122528915
8.666666666666666,464.48503959224246,5573.820464715193,5573.820464715193
8.708333333333334,464.4849769884572,5573.819712305109,5573.819712305109
8.75,464.48491406665227,5573.8189564169525,5573.8189564169525
8.791666666666666,464.4848508268276,5573.818197050727,5573.818197050727
8.833333333333334,464.48478726898327,5573.817434206429,5573.817434206429
8.875,464.48472339311917,5573.816667884062,5573.816667884062
8.916666666666666,464.4846591992354,5573.815898083624,5573.815898083624
8.958333333333334,464.4845946873319,5573.815124805115,5573.815124805115
9.0,464.48452985740863,5573.814348048535,5573.814348048535
9.041666666666666,516.1247372571173,6193.464902454926,6193.464902454926
9.083333333333334,516.0946609148859,6193.13588708069,6193.13588708069
9.125,516.0946033415088,6193.13518185791,6193.13518185791
9.166666666666666,516.0944884402535,6193.133849954261,6193.133849954261
9.208333333333334,516.0946515216743,6193.135558208475,6193.135558208475
9.25,516.0943022076744,6193.131662675359,6193.131662675359
9.291666666666666,516.0941577887195,6193.130007950746,6193.130007950746
9.333333333333334,516.0941108568737,6193.129419413788,6193.129419413788
9.375,516.0941154494965,6193.129394382105,6193.129394382105
9.416666666666666,516.0940624490262,6193.128739474603,6193.128739474603
9.458333333333334,516.0939679936846,6193.1276311892825,6193.1276311892825
9.5,516.0939008125864,6193.126821192429,6193.126821192429
