file,id,name,route,chemical_group,unit,bqm_is_class_id,bqm_is_class_label,bqm_is_class_iri,bqb_is_class_id,bqb_is_class_label,bqb_is_class_iri
Pouillot2022.sbml,AGI,Amount in gut,oral,Heavy Metals,mg,PBPKO:00496,amount in gut,http://purl.obolibrary.org/obo/PBPKO_00496,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
Pouillot2022.sbml,ATI,Amount in intestinal tissue,oral,Heavy Metals,mg,,,,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
Pouillot2022.sbml,ALiver,Amount in liver,oral,Heavy Metals,mg,PBPKO:00497,amount in liver,http://purl.obolibrary.org/obo/PBPKO_00497,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
Pouillot2022.sbml,AKidney,Amount in kidney,oral,Heavy Metals,mg,PBPKO:00498,amount in kidney,http://purl.obolibrary.org/obo/PBPKO_00498,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
Pouillot2022.sbml,APlasma,Amount in plasma,oral,Heavy Metals,mg,PBPKO:00502,amount in plasma,http://purl.obolibrary.org/obo/PBPKO_00502,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
Pouillot2022.sbml,ARBC,Amount in red blood cells,oral,Heavy Metals,mg,PBPKO:00623,amount in blood,http://purl.obolibrary.org/obo/PBPKO_00623,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
Pouillot2022.sbml,AMetallothionein,Amount in metallothionein blood,oral,Heavy Metals,mg,PBPKO:00623,amount in blood,http://purl.obolibrary.org/obo/PBPKO_00623,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
Pouillot2022.sbml,ARest,Amount in rest of body,oral,Heavy Metals,mg,PBPKO:00501,amount in restbody,http://purl.obolibrary.org/obo/PBPKO_00501,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
Pouillot2022.sbml,ADaily_Uptake,Amount of daily uptake,oral,Heavy Metals,mg,,,,,,
KjellstromNordberg1978.sbml,AGI,Amount in gut,oral,Heavy Metals,ug,PBPKO:00496,amount in gut,http://purl.obolibrary.org/obo/PBPKO_00496,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
KjellstromNordberg1978.sbml,ATI,Amount in intestinal tissue,oral,Heavy Metals,ug,,,,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
KjellstromNordberg1978.sbml,ALiver,Amount in liver,oral,Heavy Metals,ug,PBPKO:00497,amount in liver,http://purl.obolibrary.org/obo/PBPKO_00497,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
KjellstromNordberg1978.sbml,AKidney,Amount in kidney,oral,Heavy Metals,ug,PBPKO:00498,amount in kidney,http://purl.obolibrary.org/obo/PBPKO_00498,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
KjellstromNordberg1978.sbml,APlasma,Amount in plasma,oral,Heavy Metals,ug,PBPKO:00502,amount in plasma,http://purl.obolibrary.org/obo/PBPKO_00502,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
KjellstromNordberg1978.sbml,ARBC,Amount in red blood cells,oral,Heavy Metals,ug,PBPKO:00623,amount in blood,http://purl.obolibrary.org/obo/PBPKO_00623,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
KjellstromNordberg1978.sbml,AMetallothionein,Amount in metallothionein blood,oral,Heavy Metals,ug,PBPKO:00623,amount in blood,http://purl.obolibrary.org/obo/PBPKO_00623,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
KjellstromNordberg1978.sbml,ARest,Amount in rest of body,oral,Heavy Metals,ug,PBPKO:00501,amount in restbody,http://purl.obolibrary.org/obo/PBPKO_00501,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
KjellstromNordberg1978.sbml,ADaily_Uptake,Amount of daily uptake,oral,Heavy Metals,ug,,,,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
OFlaherty2001.sbml,AGI_Cr3,Amount in gut,oral,Heavy Metals,mg,PBPKO:00496,amount in gut,http://purl.obolibrary.org/obo/PBPKO_00496,CHEBI:49544,chromium(3+),http://purl.obolibrary.org/obo/CHEBI_49544
OFlaherty2001.sbml,AGI_Cr6,Amount in gut,oral,Heavy Metals,mg,PBPKO:00496,amount in gut,http://purl.obolibrary.org/obo/PBPKO_00496,CHEBI:33007,chromium(6+),http://purl.obolibrary.org/obo/CHEBI_33007
OFlaherty2001.sbml,ALiver_Cr3,Amount in liver,oral,Heavy Metals,mg,PBPKO:00497,amount in liver,http://purl.obolibrary.org/obo/PBPKO_00497,CHEBI:49544,chromium(3+),http://purl.obolibrary.org/obo/CHEBI_49544
OFlaherty2001.sbml,ALiver_Cr6,Amount in liver,oral,Heavy Metals,mg,PBPKO:00497,amount in liver,http://purl.obolibrary.org/obo/PBPKO_00497,CHEBI:33007,chromium(6+),http://purl.obolibrary.org/obo/CHEBI_33007
OFlaherty2001.sbml,Aplasma_Cr3,Amount in plasma,oral,Heavy Metals,mg,PBPKO:00502,amount in plasma,http://purl.obolibrary.org/obo/PBPKO_00502,CHEBI:49544,chromium(3+),http://purl.obolibrary.org/obo/CHEBI_49544
OFlaherty2001.sbml,Aplasma_Cr6,Amount in plasma,oral,Heavy Metals,mg,PBPKO:00502,amount in plasma,http://purl.obolibrary.org/obo/PBPKO_00502,CHEBI:33007,chromium(6+),http://purl.obolibrary.org/obo/CHEBI_33007
OFlaherty2001.sbml,ARBC_Cr3,Amount in red blood cells,oral,Heavy Metals,mg,PBPKO:00623,amount in blood,http://purl.obolibrary.org/obo/PBPKO_00623,CHEBI:49544,chromium(3+),http://purl.obolibrary.org/obo/CHEBI_49544
OFlaherty2001.sbml,ARBC_Cr6,Amount in red blood cells,oral,Heavy Metals,mg,PBPKO:00623,amount in blood,http://purl.obolibrary.org/obo/PBPKO_00623,CHEBI:33007,chromium(6+),http://purl.obolibrary.org/obo/CHEBI_33007
OFlaherty2001.sbml,ARest_Cr3,Amount in rest of body,oral,Heavy Metals,mg,PBPKO:00501,amount in restbody,http://purl.obolibrary.org/obo/PBPKO_00501,CHEBI:49544,chromium(3+),http://purl.obolibrary.org/obo/CHEBI_49544
OFlaherty2001.sbml,ARest_Cr6,Amount in rest of body,oral,Heavy Metals,mg,PBPKO:00501,amount in restbody,http://purl.obolibrary.org/obo/PBPKO_00501,CHEBI:33007,chromium(6+),http://purl.obolibrary.org/obo/CHEBI_33007
OFlaherty2001.sbml,AFeces_Cr3,Amount in feces,oral,Heavy Metals,mg,PBPKO:00273,amount in feces,http://purl.obolibrary.org/obo/PBPKO_00273,CHEBI:49544,chromium(3+),http://purl.obolibrary.org/obo/CHEBI_49544
OFlaherty2001.sbml,AFeces_Cr6,Amount in feces,oral,Heavy Metals,mg,PBPKO:00273,amount in feces,http://purl.obolibrary.org/obo/PBPKO_00273,CHEBI:33007,chromium(6+),http://purl.obolibrary.org/obo/CHEBI_33007
OFlaherty2000.sbml,ALiver,Amount in liver,oral,Heavy Metals,mg,PBPKO:00497,amount in liver,http://purl.obolibrary.org/obo/PBPKO_00497,CHEBI:33585,lead molecular entity,http://purl.obolibrary.org/obo/CHEBI_33585
OFlaherty2000.sbml,ABlood,Amount in blood,oral,Heavy Metals,mg,PBPKO:00623,amount in blood,http://purl.obolibrary.org/obo/PBPKO_00623,CHEBI:33585,lead molecular entity,http://purl.obolibrary.org/obo/CHEBI_33585
OFlaherty2000.sbml,ARest,Amount in rest of body,oral,Heavy Metals,mg,PBPKO:00501,amount in restbody,http://purl.obolibrary.org/obo/PBPKO_00501,CHEBI:33585,lead molecular entity,http://purl.obolibrary.org/obo/CHEBI_33585
Ou2018.sbml,AGut_lumen,Amount in gut lumen,oral,Heavy Metals,ug,,,,CHEBI:25322,methylmercury compound,http://purl.obolibrary.org/obo/CHEBI_25322
Ou2018.sbml,AGut,Amount in gut,oral,Heavy Metals,ug,PBPKO:00496,amount in gut,http://purl.obolibrary.org/obo/PBPKO_00496,CHEBI:25322,methylmercury compound,http://purl.obolibrary.org/obo/CHEBI_25322
Ou2018.sbml,ALiver,Amount in liver,oral,Heavy Metals,ug,PBPKO:00497,amount in liver,http://purl.obolibrary.org/obo/PBPKO_00497,CHEBI:25322,methylmercury compound,http://purl.obolibrary.org/obo/CHEBI_25322
Ou2018.sbml,ARBC,Amount in red blood cells,oral,Heavy Metals,ug,PBPKO:00623,amount in blood,http://purl.obolibrary.org/obo/PBPKO_00623,CHEBI:25322,methylmercury compound,http://purl.obolibrary.org/obo/CHEBI_25322
Ou2018.sbml,APlasma,Amount in plasma,oral,Heavy Metals,ug,PBPKO:00502,amount in plasma,http://purl.obolibrary.org/obo/PBPKO_00502,CHEBI:25322,methylmercury compound,http://purl.obolibrary.org/obo/CHEBI_25322
Ou2018.sbml,ARest,Amount in rest of body,oral,Heavy Metals,ug,PBPKO:00501,amount in restbody,http://purl.obolibrary.org/obo/PBPKO_00501,CHEBI:25322,methylmercury compound,http://purl.obolibrary.org/obo/CHEBI_25322
Ou2018.sbml,AFeces,Amount in feces,oral,Heavy Metals,ug,PBPKO:00273,amount in feces,http://purl.obolibrary.org/obo/PBPKO_00273,CHEBI:25322,methylmercury compound,http://purl.obolibrary.org/obo/CHEBI_25322
Ou2018.sbml,ALiver_Met,Amount in liver (metabolised),oral,Heavy Metals,ug,PBPKO:00497,amount in liver,http://purl.obolibrary.org/obo/PBPKO_00497,CHEBI:35113,elemental mercury,http://purl.obolibrary.org/obo/CHEBI_35113
Ou2018.sbml,AGutlumen_Met,Amount in gut lumen (metabolised),oral,Heavy Metals,ug,,,,CHEBI:35113,elemental mercury,http://purl.obolibrary.org/obo/CHEBI_35113
Clewell1999.sbml,AGut_lumen,Amount in gut lumen,oral,Heavy Metals,ug,,,,CHEBI:25322,methylmercury compound,http://purl.obolibrary.org/obo/CHEBI_25322
Clewell1999.sbml,AGut,Amount in gut,oral,Heavy Metals,ug,PBPKO:00496,amount in gut,http://purl.obolibrary.org/obo/PBPKO_00496,CHEBI:25322,methylmercury compound,http://purl.obolibrary.org/obo/CHEBI_25322
Clewell1999.sbml,ALiver,Amount in liver,oral,Heavy Metals,ug,PBPKO:00497,amount in liver,http://purl.obolibrary.org/obo/PBPKO_00497,CHEBI:25322,methylmercury compound,http://purl.obolibrary.org/obo/CHEBI_25322
Clewell1999.sbml,ARBC,Amount in red blood cells,oral,Heavy Metals,ug,PBPKO:00623,amount in blood,http://purl.obolibrary.org/obo/PBPKO_00623,CHEBI:25322,methylmercury compound,http://purl.obolibrary.org/obo/CHEBI_25322
Clewell1999.sbml,APlasma,Amount in plasma,oral,Heavy Metals,ug,PBPKO:00502,amount in plasma,http://purl.obolibrary.org/obo/PBPKO_00502,CHEBI:25322,methylmercury compound,http://purl.obolibrary.org/obo/CHEBI_25322
Clewell1999.sbml,ARest,Amount in rest of body,oral,Heavy Metals,ug,PBPKO:00501,amount in restbody,http://purl.obolibrary.org/obo/PBPKO_00501,CHEBI:25322,methylmercury compound,http://purl.obolibrary.org/obo/CHEBI_25322
Clewell1999.sbml,AFeces,Amount in feces,oral,Heavy Metals,ug,PBPKO:00273,amount in feces,http://purl.obolibrary.org/obo/PBPKO_00273,CHEBI:25322,methylmercury compound,http://purl.obolibrary.org/obo/CHEBI_25322
Clewell1999.sbml,ALiver_Met,Amount in liver (metabolised),oral,Heavy Metals,ug,PBPKO:00497,amount in liver,http://purl.obolibrary.org/obo/PBPKO_00497,CHEBI:35113,elemental mercury,http://purl.obolibrary.org/obo/CHEBI_35113
Clewell1999.sbml,AGutlumen_Met,Amount in gut lumen (metabolised),oral,Heavy Metals,ug,PBPKO:00496,amount in gut,http://purl.obolibrary.org/obo/PBPKO_00496,CHEBI:35113,elemental mercury,http://purl.obolibrary.org/obo/CHEBI_35113
Ruiz2010_Female.sbml,AGI,Amount in gut,oral,Heavy Metals,ug,PBPKO:00496,amount in gut,http://purl.obolibrary.org/obo/PBPKO_00496,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
Ruiz2010_Female.sbml,ATI,Amount in intestinal tissue,oral,Heavy Metals,ug,,,,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
Ruiz2010_Female.sbml,ALiver,Amount in liver,oral,Heavy Metals,ug,PBPKO:00497,amount in liver,http://purl.obolibrary.org/obo/PBPKO_00497,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
Ruiz2010_Female.sbml,AKidney,Amount in kidney,oral,Heavy Metals,ug,PBPKO:00498,amount in kidney,http://purl.obolibrary.org/obo/PBPKO_00498,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
Ruiz2010_Female.sbml,APlasma,Amount in plasma,oral,Heavy Metals,ug,PBPKO:00502,amount in plasma,http://purl.obolibrary.org/obo/PBPKO_00502,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
Ruiz2010_Female.sbml,ARBC,Amount in red blood cells,oral,Heavy Metals,ug,PBPKO:00623,amount in blood,http://purl.obolibrary.org/obo/PBPKO_00623,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
Ruiz2010_Female.sbml,AMetallothionein,Amount in metallothionein blood,oral,Heavy Metals,ug,PBPKO:00623,amount in blood,http://purl.obolibrary.org/obo/PBPKO_00623,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
Ruiz2010_Female.sbml,ARest,Amount in rest of body,oral,Heavy Metals,ug,PBPKO:00501,amount in restbody,http://purl.obolibrary.org/obo/PBPKO_00501,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
Ruiz2010_Female.sbml,ADaily_Uptake,Amount of daily uptake,oral,Heavy Metals,ug,,,,,,
Ruiz2010_Male.sbml,AGI,Amount in gut,oral,Heavy Metals,ug,PBPKO:00496,amount in gut,http://purl.obolibrary.org/obo/PBPKO_00496,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
Ruiz2010_Male.sbml,ATI,Amount in intestinal tissue,oral,Heavy Metals,ug,,,,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
Ruiz2010_Male.sbml,ALiver,Amount in liver,oral,Heavy Metals,ug,PBPKO:00497,amount in liver,http://purl.obolibrary.org/obo/PBPKO_00497,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
Ruiz2010_Male.sbml,AKidney,Amount in kidney,oral,Heavy Metals,ug,PBPKO:00498,amount in kidney,http://purl.obolibrary.org/obo/PBPKO_00498,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
Ruiz2010_Male.sbml,APlasma,Amount in plasma,oral,Heavy Metals,ug,PBPKO:00502,amount in plasma,http://purl.obolibrary.org/obo/PBPKO_00502,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
Ruiz2010_Male.sbml,ARBC,Amount in red blood cells,oral,Heavy Metals,ug,PBPKO:00623,amount in blood,http://purl.obolibrary.org/obo/PBPKO_00623,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
Ruiz2010_Male.sbml,AMetallothionein,Amount in metallothionein blood,oral,Heavy Metals,ug,PBPKO:00623,amount in blood,http://purl.obolibrary.org/obo/PBPKO_00623,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
Ruiz2010_Male.sbml,ARest,Amount in rest of body,oral,Heavy Metals,ug,PBPKO:00501,amount in restbody,http://purl.obolibrary.org/obo/PBPKO_00501,CHEBI:22978,cadmium molecular entity,http://purl.obolibrary.org/obo/CHEBI_22978
Ruiz2010_Male.sbml,ADaily_Uptake,Amount of daily uptake,oral,Heavy Metals,ug,,,,,,
Yang.sbml,ASt,,oral,Bisphenols,,,,,,,
Yang.sbml,ASI,Amount in small intestine,oral,Bisphenols,nmol,,,,CHEBI:33216,bisphenol A,http://purl.obolibrary.org/obo/CHEBI_33216
Yang.sbml,ALiver,amount of chemical in liver,oral,Bisphenols,nmol,PBPKO:00497,amount in liver,http://purl.obolibrary.org/obo/PBPKO_00497,CHEBI:33216,bisphenol A,http://purl.obolibrary.org/obo/CHEBI_33216
Yang.sbml,APlasma,amount of chemical in plasma,oral,Bisphenols,nmol,PBPKO:00502,amount in plasma,http://purl.obolibrary.org/obo/PBPKO_00502,CHEBI:33216,bisphenol A,http://purl.obolibrary.org/obo/CHEBI_33216
